AnimalID,breed,sex,receiptnumber,dateimpounded,name,dispositiondate,color,approxweight,agecategory,source,status
9560,yorkshire terrier,m/n,bc3,2004-11-15,roco,unknown,"['gold', 'grey']",15 lbs.,unknown,holding stray,ride home free
9566,border collie,f,15809 skj,2004-11-16,jessie,unknown,"['black', 'white']",25 lbs,unknown,holding stray,redeemed
9570,lab,m/n,"15840,bc",2004-11-30,prince,unknown,['black'],50lbs,unknown,holding stray,redeemed
9579,lab,f,jn12,2004-11-19,belle,unknown,['yellow'],65lbs,unknown,holding stray,ride home free
9580,rottweiler,f/s,15838 - skj,2004-11-14,kasha (now kaya),unknown,"['black', 'tan']",40lbs,unknown,holding stray,sold
9584,terrier mix,f,"15819,mc",2004-11-21,angel,unknown,"['black', 'white']",12 lbs,unknown,holding stray,redeemed
9586,malmute mix,m/n,15833 - skj,2004-11-21,homer,unknown,"['black', 'tan', 'white']",70 lbs,unknown,holding stray,redeemed
9590,poodle,m/n,bc3,2004-10-31,salsa,unknown,"['grey', 'white']",7 pounds,unknown,holding stray,ride home free
9592,sharpei,f,unknown,2004-10-31,chocolate,unknown,['grey'],60 lbs,unknown,patrol,health
9596,min pin,f,15861-tu,2004-11-02,mandy,unknown,"['black', 'tan']",10 lbs,unknown,holding stray,redeemed
9597,shepherd mix,m,"15862,",2004-11-02,d.o.g.,unknown,"['black', 'tan']",50,unknown,brought-in,redeemed
9599,min. schnauzer,m/n,ks19,2004-11-02,shamrock,unknown,['grey'],25 lbs,unknown,holding stray,ride home free
9606,husky mix,f,15868 lf,2004-11-04,shazaad,unknown,"['grey', 'black', 'white']",65lbs,unknown,holding stray,redeemed
9607,shiba inu,m,unknown,2004-10-31,ciea,unknown,['tan'],20 lbs,unknown,holding stray,ride home free
9608,pitbull,m,amy,2004-11-01,ludo,unknown,"['brindle', 'tan']",60lbs,unknown,police-day,ride home free
9609,shep,m/n,unknown,2004-11-01,unknown,unknown,"['brown', 'black']",unknown,unknown,holding stray,ride home free
9610,standard poodle,f/s,bs,2004-11-04,unknown,unknown,['black'],unknown,unknown,unknown,ride home free
9617,rottweiler,m,15870  lf,2004-11-04,razor,unknown,"['black', 'tan']",90 lbs,unknown,complaint,redeemed
9619,lab mix,f,"15880,js",2004-11-05,bella,unknown,['black'],80 lbs,unknown,holding stray,redeemed
9621,jindo,f,15874-tu,2004-11-05,phoebe,unknown,['tan'],unknown,unknown,holding stray,redeemed
9626,rottweiler,f,unknown,2004-11-14,unknown,unknown,"['black', 'tan']",40lbs,unknown,holding stray,redeemed
9627,terrier mix border collie,f/s,15900 js06,2004-10-29,honey,unknown,['tri colour'],30 lbs.,unknown,spca,sold
9633,bernese mountain dog mix,m/n,"15365,mc",2004-12-11,breck,unknown,"['black &tan', 'white']",50lbs,unknown,holding stray,redeemed
9639,collie mix border collie,f/s,16520 - skj,2004-12-12,heather,unknown,"['brown', 'white', 'black']",50lbs.,unknown,brought-in,sold
9640,german short haired pointer,m,jn12,2004-12-12,gunnar,unknown,"['liver', 'grey']",65 lbs,unknown,patrol,ride home free
9644,pitbull  mix,f,bc3,2004-12-13,billy goat,unknown,"['tan', 'white chest']",45 lbs,unknown,brought-in,ride home free
9651,border collie mix,f,15378 mc,2004-12-15,breeze,unknown,['tri colour'],60 lbs,unknown,patrol,redeemed
9653,husky,m,unknown,2004-12-15,unknown,unknown,"['grey', 'black']",unknown,unknown,holding stray,ride home free
9655,shih tzu mix,f/s,"16502,mc",2004-12-16,lilly,unknown,"['black', 'grey']",10 lbs,unknown,brought-in,redeemed
9658,lab mix,m/n,mc,2004-12-18,prince,unknown,"['black', 'white']",unknown,unknown,brought-in,ride home free
9663,rotty mix,m/n,16514gp,2004-12-20,baxter,unknown,"['black', 'tan']",65lbs.,unknown,holding stray,redeemed
9665,bichon frise,f/s,16510 - skj,2004-12-21,mojo,unknown,['white'],12 lbs.,unknown,brought-in,redeemed
9666,flat coated retriever,f/s,amy,2004-12-21,harriet,unknown,['black'],45 lbs.,unknown,holding stray,ride home free
9667,rottweiler mix,m/n,susy,2004-12-21,chevy,unknown,"['black', 'tan']",70 lbs,unknown,holding stray,ride home free
9670,border collie mix,m/n,"15381,bc",2004-11-29,jamie,unknown,"['black', 'white']",35lbs,unknown,holding stray,sold
9672,lab mix shepherd,m/n,15843 bc3,2004-11-30,kasan,unknown,"['black', 'tan', 'white']",70 lbs,unknown,holding stray,redeemed
9674,shepherd mix,m/n,16521 ks,2004-12-15,buster,unknown,['black'],50lbs,unknown,holding stray,sold
9678,doberman,m/n,15360 lf,2004-11-22,cyrus,unknown,"['black', 'red']",75 lbs,unknown,holding stray,redeemed
9690,tibetan terrier mix,f/s,15356   js06,2004-11-23,nina,unknown,"['black', 'white']",20lbs.,unknown,holding stray,sold
9695,collie,m,ks19,2004-12-28,laddie,unknown,"['white', 'gold']",70 lbs,unknown,brought-in,ride home free
9696,flat coated retriever mix,m/n,16519 - skj,2004-12-28,little bear,unknown,"['black', 'some white']",60 lbs,unknown,brought-in,redeemed
9701,retreiver mix,f,jez,2004-12-05,emma,unknown,['black'],55 lbs,unknown,holding stray,ride home free
9702,pomeranian,f,15354 - skj,2004-12-05,minni,unknown,"['white', 'beige']",5lbs,unknown,holding stray,redeemed
9708,border collie mix,m/n,15355 - skj,2004-11-03,cessna,unknown,"['black', 'white']",40lbs,unknown,other,sold
9711,miniature schnauzer,m/n,16522 ks,2004-12-30,buddy,unknown,"['silver', 'grey']",22 lbs,unknown,police-night,redeemed
9714,maltipoo,m,16523 ks,2004-12-31,kobe,unknown,['white'],30 lbs,unknown,holding stray,redeemed
9715,shepherd,m/n,16452 ard,2004-11-27,atticus,unknown,"['black', 'tan']",unknown,unknown,holding stray,sold
9720,mastiff,f,unknown,2004-12-15,leah,unknown,['brindle'],90 lbs,unknown,brought-in,redeemed
9721,german shepherd,m/n,15921 - skj,2003-08-02,merlin,unknown,"['black', 'tan']",45 lbs,unknown,holding stray,sold
9724,border collie mix spaniel,m/n,"16471,mc",2004-12-10,cessna,unknown,"['black', 'white']",40lbs,unknown,other,sold
9725,lab mix,m/n,16475km,2005-01-08,unknown,unknown,['black'],100lbs,unknown,holding stray,redeemed
9729,malamute,m/n,"16489,mc",2004-12-11,utuk,unknown,"['black', 'white', 'brown']",65 lbs,unknown,police-night,sold
9732,labrador,m/n,15916 js06,2005-01-10,midas (now toby),unknown,['yellow'],60lbs,unknown,holding stray,sold
9733,shepherd mix,f,unknown,2005-01-10,mya,unknown,['tan'],35,unknown,brought-in,ride home free
9734,pittbull mix,m,16479-js,2005-01-10,champers or puppy,unknown,['tan'],30 lbs.,unknown,complaint,redeemed
9737,pitbull,m/n,16467 - skj,2005-01-05,gucci,unknown,"['tan', 'white']",60 lbs,unknown,holding stray,redeemed
9745,pug mix,m,16481- skj,2005-01-11,harold,unknown,['black'],12,unknown,brought-in,redeemed
9754,shih tzu mix lhasa apso,m/n,"16472,mc",2004-12-19,oscar,unknown,"['black', 'white']",20 lbs,unknown,holding stray,sold
9756,german shepherd,m,bc3,2005-01-13,eddie,unknown,"['black', 'tan']",65lbs,unknown,patrol,ride home free
9758,rottweiller,m/n,16488 ks,2005-01-14,brutus,unknown,"['black', 'tan']",110 lbs,unknown,holding stray,redeemed
9759,collie mix,m/n,"16459,mc",2004-11-15,bailey,unknown,"['red', 'black']",70 lbs,unknown,holding stray,sold
9761,shepherd  mix,m,jez,2005-01-14,rufus,unknown,"['black', 'tan']",45lbs,unknown,holding stray,ride home free
9765,golden retreiver,m/n,jn12,2005-01-16,toby,unknown,['tan'],75 lbs,unknown,holding stray,ride home free
9766,sheltie,m/n,15914 ke,2005-01-17,buddy,unknown,['tri -colour'],7 lbs.,unknown,police-day,sold
1757,chicken,f,10234 -#4,2000-03-07,roy,unknown,['white'],unknown,unknown,unknown,sold
1759,husky mix  ( pup),m,"10458, jim",2000-03-07,unknown,unknown,"['black', 'tan']",unknown,unknown,unknown,redeemed
1762,cockapoo,f,"10208,tam",2000-03-08,pepper,unknown,['black'],unknown,unknown,unknown,owner request - signed over
1764,lhasa apso,m,"10211,mc",2000-03-09,tyrell,unknown,['brown'],unknown,unknown,unknown,redeemed
1765,chow,m,"10212,mc",2000-03-09,stormer,unknown,['tan'],unknown,unknown,unknown,redeemed
1767,shep,m,"10215,mc",2000-03-09,max,unknown,"['black', 'tan']",unknown,unknown,unknown,redeemed
1769,ridge mix boxer,m/n,10453 -#4,2000-03-10,sidney,unknown,['tan'],unknown,unknown,unknown,redeemed
1776,rott mix,m,10459 bp6,2000-03-12,bear,unknown,"['black', 'tan']",unknown,unknown,unknown,redeemed
1779,rottweiler mix,f/s,"10240,ks",2000-03-13,charna,unknown,"['black', 'tan']",unknown,unknown,unknown,sold
1783,retriever mix,m/n,"10472,mc",2000-03-13,unknown,unknown,"['orange', 'white']",unknown,unknown,unknown,redeemed
1784,husky mix,m,10237 l.f.,2000-03-13,smokey,unknown,['mottled grey'],unknown,unknown,unknown,redeemed
1790,pitbull,m/n,"10479,mc",2000-03-14,unknown,unknown,['tan'],unknown,unknown,unknown,redeemed
1797,pitbull mix,m/n,"10485, ks",2000-03-18,zachary,unknown,['brindle'],unknown,unknown,unknown,sold
1798,lhasha apso,m,10230-tu,2000-03-18,unknown,unknown,['tan'],unknown,unknown,unknown,redeemed
1799,shep mix,f,10228 l.f.,2000-03-19,unknown,unknown,"['black', 'tan']",unknown,unknown,unknown,redeemed
1800,yellow labrador,m/n,10231 tam,2000-03-20,unknown,unknown,['golden'],unknown,unknown,unknown,redeemed
1801,shepherd pup,f,n/c- per lori,2000-03-20,jenny,unknown,"['black', 'tan']",unknown,unknown,unknown,redeemed
1802,rottweiler,f/s,"10493,mike",2000-03-20,sheeba,unknown,"['black', 'tan']",unknown,unknown,unknown,redeemed
1809,border collie mix (pup),m,10250 -#4,2000-03-24,unknown,unknown,"['black', 'white chest']",unknown,unknown,unknown,sold
1811,bulldog mix pit,m,"10242, ks",2000-03-25,saber,unknown,"['brindle', 'white']",unknown,unknown,unknown,redeemed
1814,chow mix,f,"10244,jim",2000-03-25,unknown,unknown,['tan'],unknown,unknown,unknown,redeemed
1818,sheltie mix,m,"10490,bp#6",2000-03-27,unknown,unknown,"['tan', 'white']",unknown,unknown,unknown,redeemed
1823,shepherd,f,"10495,mc",2000-03-29,buba,unknown,"['black', 'tan']",unknown,unknown,unknown,redeemed
1828,pitbull,m/n,"10265 ,mb",1999-12-11,poo bear,unknown,['brindle'],unknown,unknown,holding stray,sold
1834,labrador mix,m/n,"10272,mc",2000-02-04,snoop,unknown,['black'],unknown,unknown,holding stray,sold
1835,shepherd mix,m/n,10290 fb,2000-02-04,dodger,unknown,"['black', 'tan']",unknown,unknown,holding stray,sold
1837,shep mix,f/s,"10313,ks",2000-02-21,pumpkin,unknown,"['black', 'brown']",unknown,unknown,holding stray,sold
1840,rottweiler mix,m/n,"10254, ks",2000-02-29,colby,unknown,"['black', 'tan', 'white chest']",unknown,unknown,holding stray,sold
1842,rottweiler,f/s,10304 fb,2000-03-09,kayla,unknown,"['black', 'tan']",unknown,unknown,complaint,sold
1855,terr mix cairn,f,unknown,2000-03-26,unknown,unknown,"['brown', 'grey brindle']",unknown,unknown,brought-in,owner request - signed over
1856,shep mix,m/n,10271 fb,2000-03-26,rocky,unknown,"['black', 'tan']",unknown,unknown,police-day,redeemed
1858,rottwieler (puppy),f/s,10323wrs,2000-03-29,rocca,unknown,"['black', 'tan']",unknown,unknown,brought-in,sold
1862,shep,m/n,"10326,bruce",2000-03-31,william,unknown,"['black', 'tan']",unknown,unknown,holding stray,sold
1865,pitbull,m/n,"10267,ar",2000-04-01,unknown,unknown,['tan'],unknown,unknown,holding stray,redeemed
1866,retriever,m/n,"10257,mc",2000-04-01,unknown,unknown,['golden'],unknown,unknown,brought-in,redeemed
1868,malamute mix,m,10263 fb,2000-04-01,unknown,unknown,"['black', 'grey', 'white']",unknown,unknown,holding stray,redeemed
1873,airedale mix,f,"10318,jc",2000-04-03,molly,unknown,['tan'],unknown,unknown,brought-in,sold
1874,labrador,m/n,10307-tu,2000-04-03,unknown,unknown,['black'],unknown,unknown,holding stray,redeemed
1876,shih tzu,f/s,"10274,mc",2000-04-04,mitsu,unknown,"['white', 'black', 'tan']",unknown,unknown,brought-in,redeemed
1879,j r terrier,f,"10266,mc",2000-04-05,patch,unknown,"['white', 'brown']",unknown,unknown,holding stray,redeemed
1880,shep mix,f/s,"10293,mc",2000-04-05,adelle,unknown,"['black', 'white']",unknown,unknown,brought-in,sold
1882,rott mix  (pup),m,"10277,mc",2000-04-06,kiro,unknown,"['brown', 'black tips']",unknown,unknown,holding stray,sold
1883,shep mix husky  (pup),f,"10279,mc",2000-04-07,unknown,unknown,"['black', 'tan', 'white']",unknown,unknown,brought-in,sold
1884,lab mix,f/s,"10270,fb 10281 fb",2000-04-07,zoeie,unknown,"['black', 'white on chest']",unknown,unknown,brought-in,sold
1885,rotty,f,10320wrs,2000-04-07,unknown,unknown,"['black', 'tan']",unknown,unknown,holding stray,redeemed
1888,pitbull  (pup),m,"10314, ks",2000-04-08,rocky,unknown,['brindle'],unknown,unknown,holding stray,redeemed
1893,terrier mix,m/n,10322wrs,2000-04-11,toby,unknown,['tan'],unknown,unknown,holding stray,redeemed
1894,shep,m,unknown,2000-04-11,adolf,unknown,['tan black'],unknown,unknown,police-night,owner request - signed over
1895,shepherd,f/s,10325-tu,2000-04-12,pepsi,unknown,['black'],unknown,unknown,holding stray,redeemed
1903,chow,m,"10335,mc",2000-04-13,chewy,unknown,['tan'],unknown,unknown,holding stray,redeemed
1905,pom,m/n,"10347, ks",2000-04-14,rocky,unknown,['beige'],unknown,unknown,brought-in,sold
1908,retriever,f/s,"10348 ,fb",2000-04-15,henrietta,unknown,['golden'],unknown,unknown,holding stray,sold
1909,shep mix,m/n,"8521,bill",2000-04-16,rocky,unknown,"['black', 'tan']",unknown,unknown,complaint,redeemed
1910,terrier mix,f,"10295 ,ar",2000-04-16,unknown,unknown,['tan'],unknown,unknown,holding stray,redeemed
1921,shepherd,m/n,8524wrs,2000-04-18,unknown,unknown,"['black', 'tan']",unknown,unknown,holding stray,redeemed
1929,pitbull,m,10343 - #4,2000-04-20,unknown,unknown,['tan'],unknown,unknown,holding stray,redeemed
1935,shep,m,no charge,2000-04-26,unknown,unknown,"['black', 'tan']",unknown,unknown,brought-in,redeemed
1939,pitbull,m,"10504,js",2000-04-29,mike,unknown,"['brown', 'white']",unknown,unknown,police-night,redeemed
1944,lab mix,m/n,10428-tu,2000-01-16,guido,unknown,['brindle'],unknown,unknown,holding stray,sold
1948,shep mix,m,unknown,2000-02-20,chip,unknown,"['tan', 'white', 'tan']",unknown,unknown,holding stray,sold
1949,chow,m/n,10427-tu,2000-03-20,pierre,unknown,['red'],unknown,unknown,holding stray,sold
1950,husky,m/n,"10408,mc",2000-03-23,willow,unknown,"['black', 'grey']",unknown,unknown,holding stray,sold
1952,chesapeke bay mix lab,m/n,"10012 ,jf1",2000-04-01,chester,unknown,['brown'],unknown,unknown,police-day,sold
1955,shep mix lab,m/n,10516 fb,2000-04-09,cooper,unknown,"['black', 'tan']",unknown,unknown,brought-in,sold
1957,pitbull,m/n,"10510,mc",2000-04-14,mojo,unknown,['tan'],unknown,unknown,police-day,redeemed
1959,shep mix,m/n,"10522 ,fb",2000-04-15,j.d.,unknown,"['brown', 'white chest']",unknown,unknown,holding stray,sold
1963,rotty,f/s,"10434,bf",2000-04-22,tonya,unknown,"['black', 'tan']",unknown,unknown,holding stray,sold
1966,husky mix blue heeler,f/s,"10548,mc",2000-04-29,sylvie,unknown,"['white', 'brown', 'beige']",unknown,unknown,brought-in,sold
1971,lab mix pup avail 05/05,f,"10513, fb 10426wrs",2000-05-02,unknown,unknown,['tan'],unknown,unknown,spca,sold
1972,pit mix shepherd  avail 05/05,f,10430 wrs,2000-05-02,celeste,unknown,['brindle'],unknown,unknown,spca,sold
1973,rottweiler mix,m/n,8528wrs,2000-05-02,rusty,unknown,"['black', 'tan']",unknown,unknown,holding stray,redeemed
1976,lab mix,m/n,"10520,mc",2000-05-04,blackie,unknown,"['black', 'tan', 'white']",unknown,unknown,holding stray,redeemed
1978,lab mix,m/n,10409 ar,2000-05-04,bobo,unknown,['blonde'],unknown,unknown,brought-in,redeemed
1991,lab mix,f,"10538, ks",2000-05-11,babe,unknown,['black'],unknown,unknown,brought-in,sold
1992,shih tzu,f,"10424,wrs",2000-05-11,unknown,unknown,"['black', 'white']",unknown,unknown,holding stray,redeemed
1993,g.retiever,f,"10519,mc",2000-05-11,abby,unknown,"['gold', 'white']",unknown,unknown,holding stray,redeemed
2002,boston terrier,m/n,"10423, ks",2000-05-14,unknown,unknown,"['black', 'beige']",unknown,unknown,holding stray,sold
2003,king charles span mix,m/n,10422 bp6,2000-05-14,unknown,unknown,"['black', 'white chest']",unknown,unknown,brought-in,redeemed
2004,rottweiler,m,"10533 ,18",2000-05-14,kujo,unknown,"['black', 'tan']",unknown,unknown,complaint,redeemed
2006,chi,m,"10441,mb",2000-05-15,unknown,unknown,['tri colour'],unknown,unknown,holding stray,redeemed
2007,dachsund mix,m,"10447,ks",2000-05-15,jimmy,unknown,"['white', 'brown', 'grey']",unknown,unknown,complaint,sold
2010,lab mix,f,10438-tu,2000-05-16,unknown,unknown,['black'],unknown,unknown,complaint,redeemed
2011,rottweiler mix,f/s,"10435,bruce",2000-05-17,alex,unknown,"['black', 'tan']",unknown,unknown,complaint,redeemed
2012,beagle,m/n,10440 -#10,2000-05-17,duncan,unknown,['tri-color'],unknown,unknown,holding stray,redeemed
2015,lab mix,m/n,"10528,mc",2000-05-17,micky,unknown,"['rust', 'tan']",unknown,unknown,holding stray,redeemed
2020,american cocker spaniel,m,"10536,ar",2000-05-18,unknown,unknown,"['tan', 'cream']",unknown,unknown,holding stray,redeemed
2023,shep mix akita ?,m,"10541,bs",2000-05-19,unknown,unknown,"['black', 'white on chest']",unknown,unknown,complaint,redeemed
2024,corgi mix collie,m/n,"10539,mc",2000-05-19,mookie,unknown,"['black', 'white', 'brown']",unknown,unknown,holding stray,redeemed
2026,pit mix,f,"10534,18",2000-05-19,daisy,unknown,"['brindle', 'white chest']",unknown,unknown,holding stray,redeemed
2027,husky mix shep,m/n,10556 l.f.,2000-05-20,unknown,unknown,"['black', 'tan']",unknown,unknown,holding stray,redeemed
2029,pitbull,f,"10535, ks",2000-05-20,molly,unknown,['brindle'],unknown,unknown,police-day,redeemed
2032,pitbull,m,"10449,ks",2000-05-22,unknown,unknown,"['white', 'black spots']",unknown,unknown,police-day,redeemed
2035,lab mix,m/n,"10566,js",2000-05-24,unknown,unknown,['tan'],unknown,unknown,holding stray,redeemed
2037,shep,m,10564 ar,2000-05-25,rebel,unknown,"['black', 'tan']",unknown,unknown,holding stray,redeemed
2043,terrier mix,m,"10651, ks",2000-05-28,mac,unknown,"['white', 'black']",unknown,unknown,police-night,redeemed
2044,sharpei,m,"10653,jc",2000-05-29,unknown,unknown,['black'],unknown,unknown,complaint,redeemed
2047,lab mix terrier,m,unknown,2000-05-02,unknown,unknown,"['black', 'white']",unknown,unknown,holding stray,sold
2048,rottweiller,m,10446 -#4,2000-04-25,brutus,unknown,"['black', 'tan']",unknown,unknown,police-day,redeemed
2052,shep mix heeler,f/s,10583 -#4,1999-12-22,jenny,unknown,"['black', 'tan', 'white']",unknown,unknown,spca,sold
2054,shep,m/n,10675 fb,2000-03-26,gunther,unknown,"['black', 'tan']",unknown,unknown,holding stray,sold
2056,pitbull,m/n,"10671,mc",2000-05-03,ernest,unknown,['dark brindle'],unknown,unknown,police-night,sold
2067,akita mix (pup),m,"10670,mc",2000-05-29,scottie,unknown,['tan brindle'],unknown,unknown,holding stray,sold
2069,shepherd mix,m/n,10684 bp6,2000-05-30,frasier,unknown,"['black', 'white']",unknown,unknown,holding stray,sold
2075,boxer,f/s,"10571,mc",2000-06-01,gucci,unknown,['tan brindle'],unknown,unknown,police-day,redeemed
2076,terrier mix,f,10668 - #4,2000-06-01,fergie,unknown,"['blonde', 'white']",unknown,unknown,holding stray,redeemed
2080,pitbull mix,m,"10678,fb",2000-06-03,simon,unknown,['brindle'],unknown,unknown,holding stray,sold
2081,sharpei,f,"10572,mc",2000-06-03,schici,unknown,['white'],unknown,unknown,holding stray,redeemed
2082,retriever,f,10679 fb,2000-06-04,asia,unknown,['beige'],unknown,unknown,police-night,redeemed
2086,lab,m/n,10662 l.f.,2000-06-05,unknown,unknown,['black'],unknown,unknown,brought-in,redeemed
2087,boxer,f,10661 l.f.,2000-06-05,unknown,unknown,['fawn white'],unknown,unknown,brought-in,redeemed
2090,lab mix,m,10687 bp6,2000-06-06,eddie,unknown,"['black', 'white']",unknown,unknown,complaint,sold
2098,dalmatian,m/n,"10596 ,bp6",2000-06-07,lewis,unknown,"['white', 'black spots']",unknown,unknown,spca,sold
2099,pitbull  mix,f/s,"10686 bp6 * 10666 ,mb10",2000-06-07,maddy,unknown,"['white', 'tan']",unknown,unknown,brought-in,sold
2101,chow mix ret,f/s,"10760, ks",2000-06-07,ebony,unknown,['black'],unknown,unknown,brought-in,sold
2104,rottweiler mix,f,"10673 ,fb",2000-06-08,unknown,unknown,"['black', 'tan']",unknown,unknown,brought-in,redeemed
2106,retriever mix (pup),f,"10586,mc",2000-06-08,violette,unknown,['black'],unknown,unknown,holding stray,sold
2111,shih tsu,f/s,"10672,mc",2000-06-09,tia,unknown,"['black', 'grey']",unknown,unknown,holding stray,redeemed
2116,collie mix,f,"10685,jc",2000-06-12,unknown,unknown,"['black', 'white']",unknown,unknown,unknown,redeemed
2117,labrador mix,m,"10751,bp",2000-06-13,cholo,unknown,['black'],unknown,unknown,brought-in,redeemed
2119,rott mix boxer  (pup),m,"10592,mc",2000-06-14,unknown,unknown,['tan'],unknown,unknown,holding stray,sold
2120,shepherd,m,10692 - #4,2000-06-14,ghenlis,unknown,"['black', 'tan']",unknown,unknown,complaint,redeemed
2124,corgi mix,f/s,10694-tu,2000-06-15,sandy,unknown,"['brown', 'black']",unknown,unknown,other,redeemed
2128,cocker spaniel,m/n,"10590,mc",2000-06-15,charlie,unknown,['blonde'],unknown,unknown,police-day,redeemed
2132,shep,m,10599-#4,2000-06-17,unknown,unknown,"['black', 'tan']",unknown,unknown,holding stray,redeemed
2137,shep,m,"10700,wrs",2000-06-18,unknown,unknown,"['black', 'tan']",unknown,unknown,holding stray,redeemed
2138,pom,f,"10696,jc",2000-06-18,unknown,unknown,['white'],unknown,unknown,police-night,redeemed
2139,rottweiler,f/s,"10594 ,fb",2000-06-19,onyx,unknown,"['black', 'tan']",unknown,unknown,police-day,redeemed
2140,lab mix,f/s,"10697,wrs",2000-06-19,fella,unknown,"['black', 'white chest']",unknown,unknown,holding stray,redeemed
2142,rottweiller,f,"10752 ,ar",2000-06-20,unknown,unknown,"['black', 'tan']",unknown,unknown,brought-in,redeemed
2145,shep mix  (pup),f,"10710,mc",2000-06-22,sophie lu,unknown,"['black', 'tan']",unknown,unknown,brought-in,sold
2150,husky mix,m,"10770,mb",2000-06-24,unknown,unknown,['cream'],unknown,unknown,holding stray,redeemed
2153,rottweiler,f,"10772,mc",2000-06-27,keisha,unknown,"['black', 'tan']",unknown,unknown,complaint,redeemed
2155,husky,f,10768wrs,2000-06-27,unknown,unknown,"['black', 'white']",unknown,unknown,holding stray,redeemed
2169,brdr collie mix terrier,f/s,"10797, ks",2000-03-26,cleo,unknown,"['black', 'tan', 'white']",unknown,unknown,spca,sold
2172,shep mix rott,m/n,10714-#4,2000-06-02,tiny,unknown,"['black', 'brown']",unknown,unknown,brought-in,redeemed
2173,malamute mix,f,10783 l.f.,2000-06-05,cinnamon (aka chantelle),unknown,"['tan', 'black', 'brown']",unknown,unknown,brought-in,sold
2174,golden retriever,m,"10677,ir",2000-06-08,unknown,unknown,"['gold', 'white']",unknown,unknown,spca,redeemed
2175,belgian shepherd mix,m/n,"10712,mc",2000-06-14,ricky,unknown,['black'],unknown,unknown,complaint,sold
2176,akita mix,f/s,11414 ar,2000-06-15,alisha,unknown,"['black', 'white on chest']",unknown,unknown,holding stray,sold
2177,pitbull mix sharpei,m/n,"10718, ks",2000-06-16,sharpy,unknown,['reddish brown'],unknown,unknown,brought-in,sold
2178,lab,m/n,"10778, ks",2000-06-17,tristan,unknown,['black'],unknown,unknown,holding stray,sold
2179,shepherd,m/n,11355 fb,2000-06-22,gunther,unknown,"['black', 'tan']",unknown,unknown,owner-surrendered,sold
2182,pitbull,m,unknown,2000-06-29,unknown,unknown,"['white', 'brown']",unknown,unknown,holding stray,behavior
2183,sharpei,m,10713-#4,2000-06-29,brutus,unknown,['chocolate'],unknown,unknown,complaint,redeemed
2185,doby mix rott,m/n,unknown,2000-06-30,rocky,unknown,"['black', 'tan']",unknown,unknown,complaint,passed away
2188,shih tzu,f,"10777, ks",2000-06-30,amy,unknown,['white'],unknown,unknown,spca,redeemed
2189,gsh pointer,f,"10781,ks",2000-07-01,roxy,unknown,"['brown', 'grey']",unknown,unknown,brought-in,redeemed
2190,sheltie,m/n,10746 #18,2000-07-02,"captain (aka ""lug"")",unknown,['tri'],unknown,unknown,brought-in,sold
2191,rott,m,10784.bp,2000-07-02,perv,unknown,"['black', 'tan']",unknown,unknown,brought-in,redeemed
2192,shep,m/n,"10735,mc",2000-07-02,renegade,unknown,"['tan', 'black']",unknown,unknown,complaint,sold
2193,shep mix,m,10789 l.f.,2000-07-02,winston,unknown,"['black', 'tan']",unknown,unknown,holding stray,redeemed
2194,maltese mix,m/n,"10741,ir",2000-07-04,cherub,unknown,['cream'],unknown,unknown,holding stray,sold
2195,chocolate labrador,m/n,"10744,i.r",2000-07-04,maestro,unknown,['chocolate'],unknown,unknown,complaint,sold
2196,retriever,m,10794-tu,2000-07-04,unknown,unknown,['blonde'],unknown,unknown,holding stray,redeemed
2202,lab,m/n,11356 fb,2000-07-05,snoopy (aka sherman),unknown,['black'],unknown,unknown,complaint,sold
2204,shep mix,m/n,"10717, fb",2000-07-06,buddy,unknown,"['black', 'tan']",unknown,unknown,brought-in,redeemed
2205,terrier,f/s,"11357,mc",2000-07-08,snoopy,unknown,['tri'],unknown,unknown,brought-in,sold
2207,pom mix spitz,m,"10719 ,ar",2000-07-09,cookie,unknown,['orange'],unknown,unknown,holding stray,redeemed
2208,lab,f,"10720, ks",2000-07-09,shiro,unknown,['black'],unknown,unknown,brought-in,redeemed
2209,lab mix,f/s,11359 fb,2000-07-09,phoebe,unknown,"['brindle', 'tan']",unknown,unknown,holding stray,sold
2212,basenji,f/s,11404 jc,2000-07-10,unknown,unknown,"['brown', 'white']",unknown,unknown,brought-in,sold
2217,rabbit,m,unknown,2000-07-10,thumper,unknown,"['black', 'white']",unknown,unknown,holding stray,transferred
2218,border collie,f/s,"8529 ,wrs",2000-07-10,brandy,unknown,"['black', 'white']",unknown,unknown,holding stray,redeemed
2221,collie mix shep,f,10799 -#4,2000-07-11,unknown,unknown,"['black', 'tan']",unknown,unknown,holding stray,redeemed
2224,shepherd mix,m/n,11426 ar,2000-07-12,milo,unknown,"['black', 'tan']",unknown,unknown,holding stray,sold
2226,ridgeback mix,m,11402 ar,2000-07-12,zeus,unknown,['tan'],unknown,unknown,spca,redeemed
2227,terrier mix,m,"10734,wrs",2000-07-12,unknown,unknown,['beige'],unknown,unknown,brought-in,redeemed
2231,samoyed,m,11405 fb,2000-07-15,snow,unknown,['white'],unknown,unknown,police-day,redeemed
2233,rott,f,11407wrs,2000-07-17,unknown,unknown,"['black', 'tan']",unknown,unknown,complaint,redeemed
2238,lab,m/n,10750 ar,2000-07-21,unknown,unknown,['beige'],unknown,unknown,holding stray,redeemed
