,date,breed,color,name,sex,state
1365,2000-04-22T00:00:00+00:00,Boxer,Fawn,Bob,M/N,Lost
1366,2000-04-22T00:00:00+00:00,Lab,Yellow,,F,Matched
1367,2000-04-22T00:00:00+00:00,Lhasa Apso,White & Brown,Blue NC,M,Found
1368,2000-04-22T00:00:00+00:00,Pom X,Black & Gold,BeBe,F,Lost
1369,2000-04-22T00:00:00+00:00,Retriever,Golden,,M/N,Matched
1370,2000-04-23T00:00:00+00:00,Maltese,Cream & Grey on Back,,F,Found
1371,2000-04-23T00:00:00+00:00,Retriever,Dark Red,Toby,M,Lost
1372,2000-04-23T00:00:00+00:00,Sharpei,Blonde,Ming ming and Mahtong,M,Matched
1373,2000-04-23T00:00:00+00:00,Terrier X,Grey,Osa,F,Lost
1374,2000-04-25T00:00:00+00:00,Shep,Black & Tan,,F,Found
1375,2000-04-25T00:00:00+00:00,Shep X Rotty X Lab,Black,Lucky,M/N,Matched
1376,2000-04-26T00:00:00+00:00,Rotty X Shep,Black & Tan,,M,Found
1377,2000-04-26T00:00:00+00:00,Shep,Black & Tan,Kaiser,M/N,Matched
1378,2000-04-27T00:00:00+00:00,Lab,Black,,M,Matched
1379,2000-04-27T00:00:00+00:00,Maltese,White,Gucci,F,Lost
1380,2000-04-28T00:00:00+00:00,Lab,Black,,M,Matched
1381,2000-04-28T00:00:00+00:00,Shepherd X,Black & Tan,Max,M/N,Matched
1382,2000-04-28T00:00:00+00:00,Tibetan Terrier,White & Black,Quest,M/N,Matched
1383,2000-04-29T00:00:00+00:00,Border Collie,Black & White,Negra,F,Matched
1384,2000-04-29T00:00:00+00:00,Shiba Inu,Gold,,M,Matched
1385,2000-04-30T00:00:00+00:00,Husky,White & Black,,M,Lost
1386,2000-04-30T00:00:00+00:00,Shep X,Brown,Duke,M,Lost
1387,2000-05-02T00:00:00+00:00,Belgian Shep,Black & Grey,,,Lost
1388,2000-05-02T00:00:00+00:00,Border Collie X Greyhound,Black with White on Chest,Kayla,F/S,Lost
1389,2000-05-02T00:00:00+00:00,Wolf X Mala,Black & White & Grey,Nanook,M,Lost
1390,2000-05-03T00:00:00+00:00,Maltipoo,Cream,,F,Found
1391,2000-05-03T00:00:00+00:00,Pitbull,Red,Red,M,Lost
1392,2000-05-03T00:00:00+00:00,Shepherd,Black & Tan,,M,Found
1393,2000-05-04T00:00:00+00:00,Pitbull X,White & Brown,Taz,M/N,Lost
1394,2000-05-04T00:00:00+00:00,Wirehaired Fox Terrier,White with Black Saddle,Harry,M,Lost
1395,2000-05-05T00:00:00+00:00,Terrier X,White & Brown,Ninja,M/N,Lost
1396,2000-05-06T00:00:00+00:00,Shep X,Black with White Belly,Vince,M,Found
1397,2000-05-07T00:00:00+00:00,mixed ( they don't know),Black & White,Bi,M/N,Lost
1398,2000-05-08T00:00:00+00:00,Austrialian Shepherd,Blue Merle,Zarlee,M/N,Lost
1399,2000-05-08T00:00:00+00:00,Lab Pit X,Chocolate Brown,,F,Found
1400,2000-05-08T00:00:00+00:00,Terrier X,Tan & Cream,Barney,M,Lost
1401,2000-05-09T00:00:00+00:00,Blue Heeler,Mottled Grey,Six,M/N,Lost
1402,2000-05-09T00:00:00+00:00,Border Collie,Black & White,Muffin,F/S,Lost
1403,2000-05-09T00:00:00+00:00,Collie X,Sable & White,Charlie,M,Matched
1404,2000-05-09T00:00:00+00:00,Rottweiler X Pit,Black & Tan,Blunt,M,Lost
1405,2000-05-10T00:00:00+00:00,Collie,Sable,loni,F,Matched
1406,2000-05-10T00:00:00+00:00,Golden Retriever,Gold,,M/N,Lost
1407,2000-05-10T00:00:00+00:00,Pug,Beige & Dark Brown,Louis,M,Matched
1408,2000-05-10T00:00:00+00:00,Rough Collie,Tri,,F,Matched
1409,2000-05-11T00:00:00+00:00,Bouvier,Black,Cushie,M,Matched
1410,2000-05-11T00:00:00+00:00,Dalmation,Black & White,?,,Lost
1411,2000-05-11T00:00:00+00:00,Rott X Shep,Black & Tan,Kezan,M/N,Lost
1412,2000-05-11T00:00:00+00:00,Rotty,Black & Brown,Rocko,M/N,Lost
1413,2000-05-11T00:00:00+00:00,Small Lap Dog X,White,,F,Found
1414,2000-05-12T00:00:00+00:00,Bichon Frise,White,,M/N,Found
1415,2000-05-13T00:00:00+00:00,Lab,Choco,,M,Found
1416,2000-05-13T00:00:00+00:00,Lab,Yellow,Buck,M,Lost
1417,2000-05-13T00:00:00+00:00,Mini Dach,Red,Oscar,M/N,Found
1418,2000-05-13T00:00:00+00:00,OE Sheepdog,Salt & Pepper,Mickey,M,Matched
1419,2000-05-13T00:00:00+00:00,Terrier X  (pup),Black,,M,Found
1420,2000-05-13T00:00:00+00:00,Very Tiny Dog,Rust & Beige,,,Found
1421,2000-05-14T00:00:00+00:00,Belgian Sheepdog,Black,Riley,M/N,Matched
1422,2000-05-14T00:00:00+00:00,Min Pin,Black & Tan,Pinner or Tigger,F,Lost
1423,2000-05-15T00:00:00+00:00,Chow X (12 weeks old),Black w White on Chest,Winnie,F,Lost
1424,2000-05-15T00:00:00+00:00,Lab X Collie,Black & White,Echo,F/S,Lost
1425,2000-05-15T00:00:00+00:00,Poodle,White,???,F,Found
1426,2000-05-15T00:00:00+00:00,Wire Fox Terrier,Black & White & Tan,Tigger,M/N,Lost
1427,2000-05-16T00:00:00+00:00,Cocker Spaniel,Brown & White,Nick,M,Matched
1428,2000-05-16T00:00:00+00:00,Lab,Black,Jackson,M,Lost
1429,2000-05-16T00:00:00+00:00,Lab X Border Collie,Black,Rosie,F/S,Found
1430,2000-05-16T00:00:00+00:00,Maltese X,White,Lucky,F,Lost
1431,2000-05-16T00:00:00+00:00,Pomeranian,Reddish Brown,,M,Found
1432,2000-05-16T00:00:00+00:00,Pyrenese,White & Black & Tan,Cysco,M/N,Lost
1433,2000-05-16T00:00:00+00:00,Shar-Pei,Black,Coby,M,Lost
1434,2000-05-16T00:00:00+00:00,Shepherd,Black & Tan,Finnegan,M,Matched
1435,2000-05-16T00:00:00+00:00,Shepherd,White,Bullet,M,Lost
1436,2000-05-17T00:00:00+00:00,Rotti,Black & Tan,Lady,F,Lost
1437,2000-05-17T00:00:00+00:00,Rotty X Shep,Black & Brown,Thor,M/N,Lost
1438,2000-05-17T00:00:00+00:00,Shep X Rotty,Black & Brown,Alex,F/S,Lost
1439,2000-05-18T00:00:00+00:00,Shep X,Black & Tan with White Chest,Max,M/N,Lost
1440,2000-05-18T00:00:00+00:00,Shep X Retriever,Tan & Black Chin,Micky,M/N,Lost
1441,2000-05-18T00:00:00+00:00,Shiba Inu ?,White & Yellow,Lucky,M,Lost
1442,2000-05-19T00:00:00+00:00,Bichon Frise,Beige,Ally,M/N,Matched
1443,2000-05-19T00:00:00+00:00,Lhasa Apso,Black,Ruffles,M,Lost
1444,2000-05-19T00:00:00+00:00,Rotty,Brown,Roody,M,Lost
1445,2000-05-20T00:00:00+00:00,JR Terr X Fox Terr,White & Black,,M,Matched
1446,2000-05-20T00:00:00+00:00,Lab,Chocolate,Rolo,M/N,Lost
1447,2000-05-20T00:00:00+00:00,Maltipoo,Grey & White,Raichu,M,Lost
1448,2000-05-20T00:00:00+00:00,Shih X Lhasa,Brown,Bailey,M,Lost
1449,2000-05-21T00:00:00+00:00,Boston Terrier,Black & White,Beetle,M,Lost
1450,2000-05-21T00:00:00+00:00,Lab X Wolf,White & Orange,Tango,M,Lost
1451,2000-05-21T00:00:00+00:00,Staffordshire,Grey & Brown,Rocky,M,Lost
1452,2000-05-23T00:00:00+00:00,Chow X,Black & Brown,Blackie,M,Lost
1453,2000-05-23T00:00:00+00:00,Chow X Rotty,Reddish Brown & Black,Blackie,M,Lost
1454,2000-05-23T00:00:00+00:00,Doberman,Black & Tan,Thunder,M,Lost
1455,2000-05-23T00:00:00+00:00,Lab,Golden,Golden,M/N,Lost
1456,2000-05-23T00:00:00+00:00,N.S.D. T.,Red,Digby,M/N,Found
1457,2000-05-24T00:00:00+00:00,Cockapoo,White,Peppy,M/N,Lost
1458,2000-05-24T00:00:00+00:00,Husky X,White & Black,,M,Found
1459,2000-05-24T00:00:00+00:00,Pit X,Golden Brown,Tiger,M,Matched
1460,2000-05-24T00:00:00+00:00,Terrier X Samoyed,White,Rama,F/S,Lost
1461,2000-05-25T00:00:00+00:00,Boxer,Tan & White,Scarlet,F,Lost
1462,2000-05-25T00:00:00+00:00,Lab,Chocolate,Sophie,F,Matched
1463,2000-05-25T00:00:00+00:00,Maltese,White,Estee,F/S,Matched
1464,2000-05-25T00:00:00+00:00,Shep X,Black & Tan,,M,Matched
1465,2000-05-26T00:00:00+00:00,Pitbull X,Black & White with Black Spots,,F,Matched
1466,2000-05-26T00:00:00+00:00,Rotty  pup,Black & Tan,,M,Matched
1467,2000-05-26T00:00:00+00:00,Small Fox Terr X,Lite Red,,,Lost
1468,2000-05-27T00:00:00+00:00,Husky X,Black & Grey,,F,Found
1469,2000-05-27T00:00:00+00:00,Husky X Mala,Black & Grey,Just adopted,M/N,Lost
1470,2000-05-27T00:00:00+00:00,JR  Terrier,Black & White,Katie,F/S,Lost
1471,2000-05-27T00:00:00+00:00,Lhasa Apso,Tannish,,F,Lost
1472,2000-05-27T00:00:00+00:00,Retriver X Shep,,,M,Lost
1473,2000-05-27T00:00:00+00:00,Rotty X,Black & Brown,,M,Found
1474,2000-05-28T00:00:00+00:00,Pekingese,Tan & White,Keko,F/S,Lost
1475,2000-05-28T00:00:00+00:00,Sharpei,Black,Kobe,M,Matched
1476,2000-05-28T00:00:00+00:00,Shep X,Black & Tan,Max,M/N,Lost
1477,2000-05-28T00:00:00+00:00,Shep X Rotty,Black,,M,Matched
1478,2000-05-28T00:00:00+00:00,Terrier X,Gold & White,Nanook,M/N,Lost
1479,2000-05-29T00:00:00+00:00,2 Dachunds,Red,Candell & Georgio,M/N,Lost
1480,2000-05-29T00:00:00+00:00,German Shepherd,Black & Tan,Saber,M,Lost
1481,2000-05-29T00:00:00+00:00,Portuguese Waterdog,Black & White,Cricket,F,Lost
1482,2000-05-30T00:00:00+00:00,Pitbull,Brown,,M,Lost
1483,2000-05-30T00:00:00+00:00,Pitbull X Lab,Black,Saya,F,Lost
1484,2000-05-31T00:00:00+00:00,Husky X Mala,White,Dustin,M/N,Found
1485,2000-06-01T00:00:00+00:00,Australian Shep,Tan,,M,Lost
1486,2000-06-01T00:00:00+00:00,Bassett,Tri,Oscar,M/N,Lost
1487,2000-06-01T00:00:00+00:00,German Shep,Black & Tan,Budha,F,Lost
1488,2000-06-01T00:00:00+00:00,Lab X,Black,Gabriella,F/S,Lost
1489,2000-06-01T00:00:00+00:00,Lab X,Black,Gaby,F/S,Lost
1490,2000-06-01T00:00:00+00:00,Poodle X,Black & Grey & White,Scruffy,F/S,Lost
1491,2000-06-01T00:00:00+00:00,Samoyed,White,Sunny,M/N,Matched
1492,2000-06-01T00:00:00+00:00,Small Dog,Black,,,Matched
1493,2000-06-01T00:00:00+00:00,Terrier X Lab,Blonde,,F,Found
1494,2000-06-02T00:00:00+00:00,Border Collie,Black & White,Ashlu,M/N,Matched
1495,2000-06-02T00:00:00+00:00,Border Collie X,Blue  Merle,,M/N,Matched
1496,2000-06-02T00:00:00+00:00,Lab,Blonde,Whiskey,F,Lost
1497,2000-06-02T00:00:00+00:00,Tabby Cat,Orange & White,,F,Found
1498,2000-06-03T00:00:00+00:00,Lab  (pup),Chocolate,,F,Lost
1499,2000-06-03T00:00:00+00:00,Pomeranain Puppy,Golden Brown,Lyita,F,Lost
1500,2000-06-03T00:00:00+00:00,Tabby Cat,Black & Greyish,,,Found
1501,2000-06-04T00:00:00+00:00,Bichon Frise,Black & White,,M,Matched
1502,2000-06-04T00:00:00+00:00,Bichon Frise,Brown & White,,F,Matched
1503,2000-06-04T00:00:00+00:00,Lab,Chocolate,,F,Lost
1504,2000-06-04T00:00:00+00:00,Lab  (pup),White,,M,Matched
1505,2000-06-04T00:00:00+00:00,Pitt   (pup),Black & Brown,,M,Lost
1506,2000-06-04T00:00:00+00:00,Shep,Brown & Black,Toro,M,Lost
1507,2000-06-04T00:00:00+00:00,Shep X,Black & Tan,,F,Lost
1508,2000-06-04T00:00:00+00:00,Shep X,Black & Tan,Ranger,F/S,Lost
1509,2000-06-04T00:00:00+00:00,Shep X Border Collie,Black & Tan,,F,Found
1510,2000-06-04T00:00:00+00:00,Shepherd X,Gold & Black,Ranger,F,Lost
1511,2000-06-04T00:00:00+00:00,Standard Poodle,Black,Zaphod,M,Lost
1512,2000-06-05T00:00:00+00:00,Doby X,Black & Tan,,M,Found
1513,2000-06-05T00:00:00+00:00,Rotty X,Black & Tan,Sammy,M/N,Lost
1514,2000-06-06T00:00:00+00:00,Lab X,Black,Oscar,M/N,Lost
1515,2000-06-06T00:00:00+00:00,Sheperd X,White Tan,Jango,M,Lost
1516,2000-06-06T00:00:00+00:00,Shih Tzu,Black & Little White,Digger,M/N,Lost
1517,2000-06-07T00:00:00+00:00,Maltipoo,White,Dolby,M,Lost
1518,2000-06-07T00:00:00+00:00,Shepherd,White,Jasper,M/N,Lost
1519,2000-06-07T00:00:00+00:00,Shiba Inu,White,Bud,M,Lost
1520,2000-06-08T00:00:00+00:00,Poodle (small),White,,M,Matched
1521,2000-06-08T00:00:00+00:00,Shep,Black & Tan,Saber,M,Lost
1522,2000-06-08T00:00:00+00:00,Shep,Grey & Black,Kodi,F/S,Lost
1523,2000-06-09T00:00:00+00:00,Lab (English),Black,Boomer,M/N,Lost
1524,2000-06-09T00:00:00+00:00,Lab X,Black & Tan,Gus ?,M/N,Matched
1525,2000-06-09T00:00:00+00:00,Shar pei,Dark Brown,Grunt,M,Lost
1526,2000-06-09T00:00:00+00:00,Shih Tzu X,Grey & White,Tia,F/S,Lost
1527,2000-06-10T00:00:00+00:00,Cocker Spaniel  X,Black,Sam,M/N,Lost
1528,2000-06-10T00:00:00+00:00,Lab,Black,Guss,M/N,Matched
1529,2000-06-10T00:00:00+00:00,Lab X,Lite Choco Brown,,M,Matched
1530,2000-06-10T00:00:00+00:00,Pomerarian,Red & Black,,F,Lost
1531,2000-06-10T00:00:00+00:00,Rotty,Brown & Black,,F,Lost
1532,2000-06-10T00:00:00+00:00,Terrier X,Black,Chaim,M/N,Lost
1533,2000-06-11T00:00:00+00:00,Corgie,Tan & White,Pixxy,F,Lost
1534,2000-06-11T00:00:00+00:00,Shep X,Black & Tan,,F,Found
1535,2000-06-12T00:00:00+00:00,Akita,Brown & White,Oscar,M/N,Matched
1536,2000-06-12T00:00:00+00:00,Portuguese Water Dog?,Black,Chaim (haiem),M/N,Lost
1537,2000-06-12T00:00:00+00:00,Retreiver,Golden,Dallas,M,Lost
1538,2000-06-13T00:00:00+00:00,Shep X,Black & Tan,,M,Matched
1539,2000-06-14T00:00:00+00:00,Boxer X,Choco Brindle,,M,Found
1540,2000-06-14T00:00:00+00:00,Min Pin,Black & Tan,Lucky,M,Lost
1541,2000-06-14T00:00:00+00:00,Rottweiler,Black & Tan,Bye Bye,M,Lost
1542,2000-06-14T00:00:00+00:00,Shep X,Black & Tan,Satan,M,Lost
1543,2000-06-15T00:00:00+00:00,Chow X,Black,Nina Bear,F,Lost
1544,2000-06-15T00:00:00+00:00,Labrador,Black,,M,Found
1545,2000-06-16T00:00:00+00:00,Border Collie X,Black & White,,F,Found
1546,2000-06-16T00:00:00+00:00,Cairne Terrier,Greyish Beige,Angus,M/N,Matched
1547,2000-06-16T00:00:00+00:00,Lab,Black,Jack,M,Lost
1548,2000-06-16T00:00:00+00:00,Shep X  (pup),Black & Tan,,F,Matched
1549,2000-06-16T00:00:00+00:00,Shep X Husky,Black & Brown,Ouisy,F,Lost
1550,2000-06-17T00:00:00+00:00,Jack Russell,White & Brown,,M/N,Found
1551,2000-06-17T00:00:00+00:00,Pitbull,Brown,Zeus,M,Lost
1552,2000-06-17T00:00:00+00:00,Pitbull,Red,,M,Lost
1553,2000-06-17T00:00:00+00:00,Poodle,Black,,F,Matched
1554,2000-06-17T00:00:00+00:00,Shep X Wolf,Brown,,M/N,Matched
1555,2000-06-17T00:00:00+00:00,Terrier,Black & White,,F,Lost
1556,2000-06-18T00:00:00+00:00,Sheep Dog,White,,M,Found
1557,2000-06-19T00:00:00+00:00,??,White & Beige,,F,Matched
1558,2000-06-19T00:00:00+00:00,Chihuahua?,Black,,F,Matched
1559,2000-06-19T00:00:00+00:00,Lab,Golden,Tita,F/S,Matched
1560,2000-06-19T00:00:00+00:00,Poodle,Grey,Shadow,M/N,Lost
1561,2000-06-20T00:00:00+00:00,Lab X,Black,,F,Found
1562,2000-06-20T00:00:00+00:00,Lab X ?,Black,,F,Matched
1563,2000-06-20T00:00:00+00:00,Lab X Shep,Beige,Bailey,F/S,Matched
1564,2000-06-20T00:00:00+00:00,Labrador,Golden,Dexter,M/N,Lost
1565,2000-06-20T00:00:00+00:00,Pitbull  (american),Black,China,F/S,Lost
1566,2000-06-20T00:00:00+00:00,Terrier,Black,Kiwi,M/N,Lost
1567,2000-06-20T00:00:00+00:00,Terrier,Brown,,F,Lost
1568,2000-06-21T00:00:00+00:00,Pekingese,Golden Brown,Happy,F/S,Matched
1569,2000-06-21T00:00:00+00:00,Pit X Lab,Black & White,Tuxedo,M/N,Lost
1570,2000-06-21T00:00:00+00:00,Pom,Golden Yellow,Garfield,F/S,Lost
1571,2000-06-21T00:00:00+00:00,Retriever,Black,,F,Found
1572,2000-06-21T00:00:00+00:00,Shep X Chow,Black & Tan,Fetcher,F/S,Lost
1573,2000-06-22T00:00:00+00:00,Pomeranian,Tan,Crystal,F/S,Lost
1574,2000-06-22T00:00:00+00:00,Rott,Black & Tan,Lucky,M,Matched
1575,2000-06-23T00:00:00+00:00,Cats,Grey Tabby & Black Cat,,M/N,Lost
1576,2000-06-23T00:00:00+00:00,Lhasa Apso,Brindle,Jake,M/N,Lost
1577,2000-06-23T00:00:00+00:00,Maltese X,Brindle,,M/N,Found
1578,2000-06-23T00:00:00+00:00,Pomeranian,Black,Angel or Nicki,F/S,Lost
1579,2000-06-23T00:00:00+00:00,Shep X,Black & Tan,Hobbs,F/S,Lost
1580,2000-06-23T00:00:00+00:00,Terrier X,white & black,,M,Found
1581,2000-06-24T00:00:00+00:00,Collie X Lab,Tan & White Spot,,M/N,Lost
1582,2000-06-24T00:00:00+00:00,Greyhound ( ridgeback ),Brindle,,M/N,Matched
1583,2000-06-24T00:00:00+00:00,Min Aust. Shep,Red & Brown & White,,M,Lost
1584,2000-06-24T00:00:00+00:00,Pitbull,Brindle,,M,Found
1585,2000-06-24T00:00:00+00:00,Pitbull X,Black w White on Chest,China,F/S,Lost
1586,2000-06-24T00:00:00+00:00,Pitt,Black & White,,F/S,Lost
1587,2000-06-25T00:00:00+00:00,Corgie,Tan,,M,Matched
1588,2000-06-25T00:00:00+00:00,Husky X (small like siberian),Grey & White,,F,Matched
1589,2000-06-26T00:00:00+00:00,Bassett X Beagle,Black & White,Freeway,M/N,Matched
1590,2000-06-26T00:00:00+00:00,Pit Bull,Tan & White,?,M,Found
1591,2000-06-26T00:00:00+00:00,Rotty,Black & Tan,Keesha,F/S,Lost
1592,2000-06-26T00:00:00+00:00,Staff Terrier #1,Beige & White,Josie,F,Lost
1593,2000-06-26T00:00:00+00:00,Staff Terrier #2,Beige & White,Jessie,F,Lost
1594,2000-06-27T00:00:00+00:00,Alaskan Malamute,Black & White,Tshaka,F/S,Lost
1595,2000-06-27T00:00:00+00:00,Lab,Yellow,Chloe,F/S,Matched
1596,2000-06-27T00:00:00+00:00,Lab X,Yellow & White,Whicker,M/N,Lost
1597,2000-06-27T00:00:00+00:00,Terr X  (pup),Brown & White,Casper,M,Lost
1598,2000-06-28T00:00:00+00:00,Lab,Brown,Chocolate,F,Matched
1599,2000-06-28T00:00:00+00:00,Ret  X Setter,Golden,,M,Matched
1600,2000-06-28T00:00:00+00:00,Shep X Lab,Black & Tan,Rascal,F/S,Lost
1601,2000-06-29T00:00:00+00:00,Min Poodle,Grey & Brown,Hector,M/N,Matched
1602,2000-06-29T00:00:00+00:00,Samoyed,White,,F,Lost
1603,2000-06-29T00:00:00+00:00,Samoyed,White,,M,Lost
1604,2000-06-30T00:00:00+00:00,Boxer,Brindle,,F/S,Found
1605,2000-06-30T00:00:00+00:00,Labrador,Yellow,Nala,F/S,Lost
1606,2000-07-01T00:00:00+00:00,Beagle X,Black & Tan & White,Gator,F,Lost
1607,2000-07-01T00:00:00+00:00,Border Collie,Black & White,Poppy,F,Lost
1608,2000-07-01T00:00:00+00:00,Retriever X,Yellow,Molly,F,Matched
1609,2000-07-01T00:00:00+00:00,Shep,Black & Tan,Duke,M,Matched
1610,2000-07-01T00:00:00+00:00,Shep,Black & Tan,Zed,M/N,Lost
1611,2000-07-01T00:00:00+00:00,Shep,White,Georgie,F/S,Lost
1612,2000-07-02T00:00:00+00:00,English Pointer,White,JJ,F,Lost
1613,2000-07-02T00:00:00+00:00,Retriever,Black Flat Coat,Sebastien,M/N,Lost
1614,2000-07-03T00:00:00+00:00,American Eskimo,White,,M,Found
1615,2000-07-03T00:00:00+00:00,Newfoundland,Black,Andrew,M,Lost
1616,2000-07-04T00:00:00+00:00,Border Coll X Terr,Black & White,,F,Found
1617,2000-07-04T00:00:00+00:00,Husky X,Black & White,,M,Found
1618,2000-07-04T00:00:00+00:00,Pekingese,Black & Brown & Tan,Lucky,M,Lost
1619,2000-07-04T00:00:00+00:00,Retriever,Golden,,M,Matched
1620,2000-07-04T00:00:00+00:00,Yorkie,Brown,Fang,M,Lost
1621,2000-07-04T00:00:00+00:00,Yorkshire Terrier,Tan,Misty,F,Lost
1622,2000-07-06T00:00:00+00:00,Lab,Golden,Ricky,M/N,Matched
1623,2000-07-06T00:00:00+00:00,Low Wide Dog,Grey & Tan,,F,Found
1624,2000-07-06T00:00:00+00:00,Nor. Elkhound,Grey & White,Nero,M,Lost
1625,2000-07-06T00:00:00+00:00,Ridgeback,Gold & Red,Nelson,M,Matched
1626,2000-07-06T00:00:00+00:00,Rotty,Black & Brown,Max,M,Lost
1627,2000-07-06T00:00:00+00:00,Scotty Terrier,Black Brindle,Vonnie,F,Matched
1628,2000-07-06T00:00:00+00:00,Yorkie Terrier,Black & Tan,,F,Matched
1629,2000-07-07T00:00:00+00:00,Shep X,Black & Tan,,F,Matched
1630,2000-07-08T00:00:00+00:00,Border Collie,Black & White,Jasper,M,Lost
1631,2000-07-08T00:00:00+00:00,Dacshund,Reddish Brown,Oscar,M/N,Lost
1632,2000-07-08T00:00:00+00:00,Lab,Black & White,Shiro,F,Matched
1633,2000-07-08T00:00:00+00:00,Maltese,White,,M,Lost
1634,2000-07-08T00:00:00+00:00,Pit,Brindle,doesn't answer to any...puppy,M,Found
1635,2000-07-08T00:00:00+00:00,Pom,Reddish Brown & White,,M,Matched
1636,2000-07-10T00:00:00+00:00,Chocolate Lab,Chocolate Brown,Jasper,M,Lost
1637,2000-07-10T00:00:00+00:00,Dachsund,Red & Brown,Oscar,M/N,Lost
1638,2000-07-10T00:00:00+00:00,Rottu,Black & Tan,Lucy,F/S,Lost
1639,2000-07-10T00:00:00+00:00,Rotty X,Black,Wagger,M/N,Lost
1640,2000-07-10T00:00:00+00:00,Yorkie,Black & Brown,Hermaze,F,Lost
1641,2000-07-11T00:00:00+00:00,Border Collie X Aussie Shep,Black & White & Brown,,M,Found
1642,2000-07-11T00:00:00+00:00,Husky X,Grey & White,,M,Matched
1643,2000-07-11T00:00:00+00:00,Retriever,Gold,Skipper,M,Lost
1644,2000-07-11T00:00:00+00:00,Sharpei X Lab,Black,Manuel,M/N,Lost
1645,2000-07-11T00:00:00+00:00,Shep X,Brindle,Phoebe,F/S,Matched
1646,2000-07-12T00:00:00+00:00,Doberman,Black & Brown,,M,Found
1647,2000-07-12T00:00:00+00:00,MIn Pincher,Brown,Pokey,F,Matched
1648,2000-07-13T00:00:00+00:00,Boxer,White & Brown,,M,Matched
1649,2000-07-13T00:00:00+00:00,Chihuahua,Dark Brown,,F,Matched
1650,2000-07-13T00:00:00+00:00,Lab,Black,Boomer,M/N,Lost
1651,2000-07-13T00:00:00+00:00,Sharpei,Black,Cobe,M,Lost
1652,2000-07-13T00:00:00+00:00,Shep X Husky,Black & Tan & White,Shakur,M/N,Lost
1653,2000-07-13T00:00:00+00:00,Shep X Lab,Rust,Yogi,M/N,Matched
1654,2000-07-14T00:00:00+00:00,Lab,Black,Lucky,M/N,Matched
1655,2000-07-14T00:00:00+00:00,Lab X,Black,Beffie,F/S,Lost
1656,2000-07-14T00:00:00+00:00,Min Poodle,White,Stolee,M/N,Lost
1657,2000-07-14T00:00:00+00:00,Retriever X Span,Gold,Sasha,F/S,Lost
1658,2000-07-14T00:00:00+00:00,Rott,Black &  Tan,,M,Matched
1659,2000-07-15T00:00:00+00:00,Collie X Retriever,Tri,Charlie,M,Matched
1660,2000-07-15T00:00:00+00:00,Husky X Collie,Brown & White & Black,,M,Matched
1661,2000-07-15T00:00:00+00:00,Pit,Red,,M,Matched
1662,2000-07-15T00:00:00+00:00,Rott X Shep,Black,,M,Matched
1663,2000-07-16T00:00:00+00:00,Retreiver,Gold,Hammer,M/N,Matched
1664,2000-07-16T00:00:00+00:00,Terr X,Tannish Brown,Barney,M,Matched
1665,2000-07-17T00:00:00+00:00,Lab X,Black & White,,F,Matched
1666,2000-07-17T00:00:00+00:00,Terripoo,Tan,Barnie,M,Lost
1667,2000-07-18T00:00:00+00:00,Beagle,Tri color,Trixie,F/S,Lost
1668,2000-07-18T00:00:00+00:00,Pitbull,White & Brown Patches,Alberta,F,Matched
1669,2000-07-18T00:00:00+00:00,Pitbull X,White,,F,Matched
1670,2000-07-18T00:00:00+00:00,Pug,Cream & Black,Spike,M,Matched
1671,2000-07-19T00:00:00+00:00,Chow X Heeler,Brown,Tai,F,Matched
1672,2000-07-19T00:00:00+00:00,Doberman,Black & Tan,Heidi,F,Lost
1673,2000-07-20T00:00:00+00:00,Dachsund,Brown,Jasper,M/N,Matched
1674,2000-07-20T00:00:00+00:00,Retreiver,Gold,Sandy,F/S,Lost
1675,2000-07-20T00:00:00+00:00,Schnauzer,Grey,,F,Matched
1676,2000-07-20T00:00:00+00:00,Small Hoagie shaped dog,Brown,,M,Matched
1677,2000-07-21T00:00:00+00:00,Husky X Lab,Chocolate Brown,Oreilly,F/S,Lost
1678,2000-07-22T00:00:00+00:00,Chi,Black & Gold,Teddy,M,Matched
1679,2000-07-22T00:00:00+00:00,Lab,Black,,F,Matched
1680,2000-07-22T00:00:00+00:00,Pekingese,Gold & Brown,Happy,F/S,Matched
1681,2000-07-22T00:00:00+00:00,Shep X Heeler,Black & Tan,Kilo,M,Lost
1682,2000-07-23T00:00:00+00:00,Chi X Min Pin,Black & Tan & Beige,Kilo,M,Lost
1683,2000-07-23T00:00:00+00:00,Chihuahua (long hair),Light Brown,Kilo,M,Lost
1684,2000-07-23T00:00:00+00:00,Pit bull ?,White w/ tiny blk spot on ear,,M,Matched
1685,2000-07-24T00:00:00+00:00,Min Pin (4 months),Black & Tan,Gucci,M,Lost
1686,2000-07-24T00:00:00+00:00,Rotty X Pit,Tan,Viper,M,Lost
1687,2000-07-25T00:00:00+00:00,Large long haired dog,Grey & Tan & Brown,Taz,F,Found
1688,2000-07-25T00:00:00+00:00,Lrg Chihuahua ?,Beige & White & Tan,,M,Found
1689,2000-07-25T00:00:00+00:00,Maltese,White,,M/N,Found
1690,2000-07-25T00:00:00+00:00,Smooth coated Fox Terrier?,White & Brown,,F,Found
1691,2000-07-26T00:00:00+00:00,Black & Tan,Shep X Sheltie,Puck,M/N,Lost
1692,2000-07-27T00:00:00+00:00,Retriever,Gold,Manchui,M/N,Lost
